rating,review_title,review_description,date,location,up_votes,down_votes
4,Delightful,Loved it 😍.,2 months ago,", Karnal",0,0
5,Brilliant,Asm,2 months ago,", Sidcul Haridwar",0,0
5,Fabulous!,Awesome,2 months ago,", New Delhi",0,0
5,Fabulous!,good,2 months ago,", Barnala",0,0
5,Classy product,I phone means security & performance totally it's good,2 months ago,", Bengaluru",0,0
5,Simply awesome,Apple is Apple... Best in price best in features,2 months ago,", New Delhi",0,0
5,Fabulous!,What a work of art!,2 months ago,", Darjeeling",0,0
5,Mind-blowing purchase,Nice,2 months ago,", Malur",0,0
5,Awesome,Happy 😊,2 months ago,", Mumbai",0,0
5,Terrific,Happy 😊,2 months ago,", Mumbai Suburban",0,0
4,Value-for-money,After all it’s…a iPhone,2 months ago,", Siliguri",0,0
5,Classy product,"Awesome product, got delivery in only one day. Super camera,battery also very good.",2 months ago,", Bijapur",0,0
4,Value-for-money,I got the sky blu colour which is amazing at its look but the size is smaller if you have big hand it will be easily operated by one hand overall the performance is🏍️🏍️,2 months ago,", Hyderabad",0,2
5,Worth every penny,Nice,2 months ago,", Muzaffarnagar",0,0
5,Terrific purchase,Nice,2 months ago,", Guna",0,0
5,Best in the market!,Best,2 months ago,", Patna",0,0
5,Highly recommended,Updated from android to IOS just amazing,2 months ago,", Gakulpur",0,0
5,Super!,"Within one day we got  the delivery thanks Flipkart, nice  delivery person he showed everything in front of me am very much happy and satisfied with service and mobile it's my dream comes true 😍",2 months ago,", Bengaluru",0,0
4,Nice product,Good,2 months ago,", New Delhi",0,0
5,Wonderful,Very nice,2 months ago,", Chennai",0,0
4,Wonderful,Nice Colour,2 months ago,", Ahemdabad",0,0
5,Just wow!,Awesome,2 months ago,", New Delhi",0,0
5,Highly recommended,Nice phone ❤️ I PHONE 14 ❤️,2 months ago,", Bilaspur",0,0
5,Classy product,"My 1st phone ,Camera is superb Product is perfect but flipkart disappointed me..  they cancelled delivery 2 times",2 months ago,", Lucknow",0,0
5,Must buy!,BEST CAMERA MOBILE,2 months ago,", New Delhi",0,0
5,Wonderful,Good product,2 months ago,", Pathankot",0,0
5,Must buy!,Good,2 months ago,", Barnala",0,0
5,Mind-blowing purchase,As expected. Genuine Product.,2 months ago,", Mumbai",0,0
5,Just wow!,🥰 lovely,2 months ago,", Raiganj",0,0
5,Brilliant,What you can say negative about iphone except it is costly. Rest everything is g8,2 months ago,", Pune",0,0
5,Terrific,Nice,2 months ago,", Ludhiana",0,0
5,Just wow!,Value for money,2 months ago,", Bengaluru",0,0
4,Pretty good,My new phone,2 months ago,", Indri",0,0
5,Terrific purchase,Great,2 months ago,", Kadi",0,0
5,Awesome,Very very sexy phone. ,2 months ago,", Chandigarh",0,0
5,Awesome,I just upgraded from i phone 12 to i phone 14. ,2 months ago,", Ludhiana",0,0
5,Terrific,It is more smooth and faster than i phone 12. ,2 months ago,", Dimapur",0,0
5,Terrific purchase,Battery improved and lasting. ,2 months ago,", Ahmedabad",0,0
5,Worth every penny,Camera features are awesome. ,2 months ago,", Suri",0,0
1,Did not meet expectations,Love ❤️ and on time delivery by one and only Flipkart. 🎉,2 months ago,", Medinipur",0,0
4,Delightful,Good product,2 months ago,", Kanakapura",0,0
5,Worth every penny,Good quality photo at night in low light,2 months ago,", Noida",0,0
5,Must buy!,Nice product,2 months ago,", New Delhi",0,0
4,Nice product,Delivery late by logistics partner. Product Excellent,2 months ago,", Hyderabad",0,0
5,Great product,Just Awesome,2 months ago,", Dehradun",0,0
5,Highly recommended,Osm products,2 months ago,", Hajipur",0,0
5,Terrific purchase,Good,2 months ago,", Patiala",0,0
5,Perfect product!,Nice mobile 🍎👌🏻😍,2 months ago,", Kandari",0,0
5,Brilliant,Too good,2 months ago,", Guwahati",0,0
5,Excellent,Nice iPhone in this price range. Love it,2 months ago,", Mairwa",0,0
3,Just okay,As per price. Product can be improved,2 months ago,", Hyderabad",0,0
5,Wonderful,BEST STUFF,2 months ago,", New Delhi",0,0
5,Brilliant,Nice,1 month ago,", Bhopal",0,0
4,Pretty good,Overall best in segment,1 month ago,", Moradabad District",0,0
5,Must buy!,Best performance... love it...,1 month ago,", Chennai",0,0
5,Perfect product!,Good,1 month ago,", Ahmedabad",0,0
5,Wonderful,Awesome,1 month ago,", Ahmedabad",0,0
5,Simply awesome,i love it,1 month ago,", Hathras",0,0
5,Classy product,Product is very good,1 month ago,", Fatehabad District",0,0
5,Best in the market!,Very good,1 month ago,", Saran",0,0
5,Classy product,Good,1 month ago,", Sirsa District",0,0
4,Nice product,Good,1 month ago,", Gurugram",0,0
4,Wonderful,"60 hz display and battery charging speed are the unsatisfactory things, everything else is good.",2 months ago,", Bengaluru",0,0
5,Perfect product!,Nice product 😍,2 months ago,", Rairangpur",0,0
4,Pretty good,Product is pretty gud and nice,2 months ago,", Tumakuru",0,0
5,Must buy!,I have recently shifted from android flagship to IOS and what an experience it is ❤️,2 months ago,", Agartala",0,0
5,Terrific,Needless to say iPhone 14 best in its segment. Got it at a great price,2 months ago,", Bangalore Urban",0,0
5,Great product,I am happy with the product,2 months ago,", Kancheepuram District",0,0
5,Wonderful,Awesome phone,2 months ago,", Nanded Waghala",0,0
5,Wonderful,Amazing experience,2 months ago,", Bagalkot",0,0
5,Wonderful,"Happy with the purchase, Got a great deal in the BBD sale!",2 months ago,", Mira Bhayandar",0,0
5,Highly recommended,I love it,2 months ago,", Kanpur",0,0
5,Terrific,Good product .,1 month ago,", Hisar",0,0
5,Just wow!,Best phone,1 month ago,", Ongole",0,0
5,Brilliant,Nice mobile,1 month ago,", Vizianagaram",0,0
5,Highly recommended,Fabulous,1 month ago,", Hardwar District",0,0
5,Worth every penny,Good performance awesome product,1 month ago,", Amroha",0,0
4,Nice product,I like it,1 month ago,", Hisar",0,0
5,Classy product,Best,1 month ago,", Powayan",0,0
5,Perfect product!,Good,1 month ago,", Hamirpur",0,0
5,Great product,Awesome,1 month ago,", Bhopal",0,0
4,Value-for-money,Awesome Product I like this ❤️,1 month ago,", Buxar District",0,0
5,Excellent,Matchless,1 month ago,", Hyderabad",0,0
5,Best in the market!,Matchless,1 month ago,", Hyderabad",0,0
5,Worth every penny,Good,1 month ago,", Kushinagar District",0,0
5,Best in the market!,super phone and very smooth and fast operations .,1 month ago,", Surat",0,0
5,Highly recommended,Very nice phone. Great camera quality and good battery back up,1 month ago,", Kolkata",0,0
5,Great product,Awesome,1 month ago,", Shillong",0,0
5,Terrific purchase,Nic product,1 month ago,", Dholka",0,0
5,Excellent,Nice,1 month ago,", Baraut",0,0
5,Best in the market!,Nice,1 month ago,", Dachigam",0,0
5,Simply awesome,Good,1 month ago,", Kotkapura",0,0
5,Worth every penny,Wordless,1 month ago,", Saharanpur",0,0
4,Pretty good,Just Awesome 👍,1 month ago,", Gandhigram",0,0
5,Highly recommended,Good phone compared to iphone 13 model with better performance and camera. If you're planning between 13 and 14 go for 14 as it is only few thousand difference,1 month ago,", Mysuru",0,0
5,Worth every penny,Superb Excellent,1 month ago,", Thanjavur District",0,0
3,Does the job,Product is good,1 month ago,", Bengaluru",0,0
5,Best in the market!,Awesome phone,1 month ago,", Gurugram",0,0
4,Pretty good,Excellent phone. Beautiful design. One star deducted for delivery. Ekart delivery is pathetic.,1 month ago,", Silchar",0,0
5,Classy product,just solve the battry problem plz apple...,1 month ago,", Ujjain",0,0
5,Utterly Disappointed,Mobile signal not stable network issue up down signal not stable plz replaced my I phone 14  my other I phone signal are stable,1 month ago,", New Delhi",0,0
5,Classy product,Fast service by Flipkart 👌,1 month ago,", Sri Ganganagar",0,0
4,Pretty good,Great product and performance,1 month ago,", Mumbai",0,0
5,Great product,"Super phone ,",1 month ago,", Laksar",0,0
5,Worth every penny,👍,1 month ago,", Ranchi",0,0
4,Very Good,wonderful,1 month ago,", Chittoor District",0,0
5,Wonderful,Good one,1 month ago,", Bhind",0,0
2,Slightly disappointed,Best Product ever but you can also go for 13,1 month ago,", Ghaziabad",0,0
5,Excellent,Over heating problems,1 month ago,", Birbhum District",0,0
4,Nice product,It's ok,1 month ago,", Raigarh",0,0
5,Super!,Awesome,1 month ago,", Ahmedabad",0,0
5,Excellent,"Battery back up should me more then I getting now , otherwise all thing are good",1 month ago,", Hansi",0,0
5,Simply awesome,Beautiful,1 month ago,", Chennai",0,0
5,Great product,Super,1 month ago,", Thiruvallur",0,0
4,Nice product,Mind blowing camra and overall performance but heating issues,1 month ago,", Bhagalpur",0,0
4,Value-for-money,Good,1 month ago,", Varanasi",0,0
5,Fabulous!,Excellent,1 month ago,", Eluru",0,0
5,Worth every penny,Quality phone,1 month ago,", Patna",0,0
5,Must buy!,Phone is amzing performance superb display,1 month ago,", Bengaluru",0,0
4,Good choice,The product is good.,1 month ago,", Lunglei",0,0
5,Excellent,Good,1 month ago,", Ajmer",0,0
4,Nice product,Best phone iPhone 14,1 month ago,", Lucknow",0,0
5,Highly recommended,Kinda iPhone,1 month ago,", New Delhi",0,0
5,Worth every penny,Bast phone,1 month ago,", Jalpaiguri District",0,0
5,Best in the market!,Very good,1 month ago,", Amreli",0,0
3,Decent product,Good,1 month ago,", Chennai",0,0
5,Just wow!,Great product excellent phone iphone 14 is classic and the yellow colour is looking like very premium . Flipkart service is great super fast delivery of the product.,1 month ago,", Mumbai",0,0
5,Mind-blowing purchase,Awesome,1 month ago,", Bhopal",0,0
5,Wonderful,"Great user experience , friendly UI, smooth af",1 month ago,", Dharamjaigarh",0,0
3,Decent product,"Normal iphone performance, nothing new. Average iphone.",1 month ago,", Gurugram",0,0
4,Worth the money,Good enough,1 month ago,", Upper Tadong",0,0
5,Just wow!,Lovely,1 month ago,", Fatehabad",0,0
4,Pretty good,Just cool .....,1 month ago,", Aron",0,0
5,Fabulous!,Nice Product,1 month ago,", Ahmedabad",0,0
4,Good quality product,Good,1 month ago,", New Delhi",0,0
5,Simply awesome,Osm,1 month ago,", Amritsar",0,0
5,Classy product,The best...,1 month ago,", Chennai",0,0
5,Terrific purchase,Super,1 month ago,", Dakshina Kannada District",0,0
5,Great product,Better than best,1 month ago,", Dehradun",0,0
5,Just wow!,Thank you for the quick and hassle-free delivery. The product came in good condition and was well packaged.,1 month ago,", Kalimpong",0,0
2,Bad quality,My charger cable is not working,1 month ago,", Tezpur",0,0
5,Good,Best in class,1 month ago,", Jind",0,0
5,Highly recommended,nice display,1 month ago,", Kolkata",0,0
3,Just okay,"Light in weight than iphone 13 , you need to order this phone before 15 days as delivery is too late and nobody response to your mail or phone call",1 month ago,", Pune",0,0
5,Brilliant,Product is good,1 month ago,", Jammu",0,0
5,Best in the market!,Good quality phone.,1 month ago,", Raebareli",0,0
4,Wonderful,"Nice mobile, good battery backup",1 month ago,", Manesar",0,0
5,Excellent,Good,1 month ago,", Faridkot",0,0
5,Best in the market!,First time iphone user and its extremely smooth. Loving it!,1 month ago,", Madurai",0,0
5,Fabulous!,Simply amazing,1 month ago,", Thane",0,0
5,Highly recommended,osmm product,1 month ago,", Muzaffarnagar District",0,0
1,Unsatisfactory,Battery is extremely poot. Gets drained within 12 hours.,1 month ago,", Mandla",0,0
5,Must buy!,Value for money,1 month ago,", Tadipatri",0,0
4,Nice product,It's awesome 👍👍,1 month ago,", New Delhi",0,0
5,Simply awesome,Nice i am happy 😊😊😊😊,1 month ago,", West Dinajpur",0,0
5,Just wow!,Very good product,1 month ago,", Pathankot District",0,0
5,Fabulous!,Awesome phone,1 month ago,", Kochi",0,0
3,Fair,Excellent,1 month ago,", Fatehabad",0,0
5,Perfect product!,Super,1 month ago,", Ramagundam",0,0
5,Must buy!,If you have planned to switch from Android to IOS it good choice but it depends up on your budget and your usage of the phone.,1 month ago,", Kalaburgi",0,0
5,Terrific purchase,I phone are much better than android after I am using a month giving this feedback.,1 month ago,", Chennai",0,0
5,Wonderful,Thank you Flipkart,1 month ago,", Rohtak",0,0
5,Worth every penny,Good,1 month ago,", Ahmedabad",0,0
5,Super!,Bought Genuine product with great deal 👍🏻,1 month ago,", Gandhidham",0,0
3,Decent product,Normal product,1 month ago,", Muzaffarnagar",0,0
5,Terrific,Good,1 month ago,", Gorakhpur",0,0
5,Terrific,Good,1 month ago,", Gorakhpur",0,0
5,Must buy!,Switched from iPhone 6s plus to 14,1 month ago,", South District",0,0
5,Simply awesome,Thanks,1 month ago,", Mewat District",0,0
4,Nice product,Good in-hand feel ,1 month ago,", Coimbatore",0,1
5,Just wow!,Premium design,1 month ago,", Hyderabad",0,0
5,Great product,Sharp display,1 month ago,", Bhusawal",0,0
5,Great product,Good,1 month ago,", Nagpur",0,0
5,Awesome,Good,1 month ago,", Narasaraopet",0,0
5,Fabulous!,Great product,1 month ago,", Dharamshala",0,0
5,Best in the market!,Amazing Product.,1 month ago,", Bengaluru",0,0
5,Mind-blowing purchase,Go and buy...,1 month ago,", Gosainganj Lucknow",0,0
5,Mind-blowing purchase,"Perfect in one form. Camera is so good, faster operation, better battery performance.",1 month ago,", Coimbatore",0,0
5,Terrific,The best mobile for this price,1 month ago,", Chennai",0,0
3,Nice,Heating problems in my I phone,1 month ago,", Idar",0,1
1,Did not meet expectations,Phone does not work properly,1 month ago,", Nagal Chaudhry",0,0
5,Highly recommended,great,1 month ago,", Mira Bhayandar",0,0
5,Worth every penny,First iPhone in my life . Switching from Android phone to iphone 14 .using this phone for the last week is just experiencing awesome.,1 month ago,", Biswanath Chariali",0,0
5,Best in the market!,What a fabulous phone after using 1 month,1 month ago,", Mumbai",0,0
5,Best in the market!,I know in design it is similar to Iphone 13 but is specs aren't.,1 month ago,", Allahabad",0,0
5,Awesome,"There is substantial difference in display, battery, speed as compared to iPhone 13.",1 month ago,", Habra",0,0
5,Great product,Its-,1 month ago,", Mathura",0,0
5,Excellent,Battery easily lasts more than 1 day in moderate usage.,1 month ago,", Kangra District",0,0
4,Very Good,Camera is fabulous.,1 month ago,", Gurugram",0,0
5,Fabulous!,Display is excellent.,1 month ago,", Chennai",0,0
5,Terrific purchase,Handy device.,1 month ago,", Bikaner",0,0
5,Classy product,But heats sometimes while executing smaller tasks.,1 month ago,", Rudrapur",0,0
5,Excellent,Awesome,1 month ago,", Rudrapur",0,0
5,Terrific,Fabulous Mobile,1 month ago,", Manesar",0,0
5,Perfect product!,"Battery is good, overall performance is great",1 month ago,", Kemri",0,0
5,Brilliant,5 star,1 month ago,", Bishnupur District",0,0
5,Terrific purchase,Wonderful !,1 month ago,", Gurgaon",0,0
5,Highly recommended,Wonderful product ❤️,1 month ago,", New Delhi",0,0
4,Good choice,Best phone in segment,1 month ago,", Aligarh",0,0
2,Slightly disappointed,simply nothing changed as compared to older versions,1 month ago,", Faridabad",0,1
1,Utterly Disappointed,Heating issues,1 month ago,", Gurugram",0,0
5,Classy product,Too much better in service and handset.,1 month ago,", Kallam",0,0
5,Classy product,Go ahead,1 month ago,", Debipur",0,0
4,Pretty good,Good,1 month ago,", West Godavari District",0,0
5,Awesome 6.1,"i like it, smooth like nothing. And please don't compare IOS with Android. Thanks",1 month ago,", Guwahati",0,0
5,Super!,Good 👍,1 month ago,", Ratia",0,0
5,Mind-blowing purchase,Best mobile ever nd Yellow colour one of my favorite,1 month ago,", Navi Mumbai",0,0
5,Excellent,"Nice product , not required to give any review , already very famous .",1 month ago,", Firozpur",0,0
5,Terrific purchase,Nice awesome,1 month ago,", Indore",0,0
5,Super!,Product osome,1 month ago,", Sirsa",0,0
5,Must buy!,Awesome 👌,1 month ago,", Mumbai",0,0
5,Terrific,Good,1 month ago,", Sangrur",0,0
5,Terrific,Good.,29 days ago,", Jammu",0,0
5,Must buy in sale!,excellent delivery and the product is original with the best sound quality and appearance. got at best price from Flipkart during sale,1 month ago,", Shirpur",0,0
5,Wonderful,I switched to 14 from Xr means LCD to OLED DISPLAY😍,1 month ago,", Bhimavaram",0,0
5,Terrific,And the display was just awesome,1 month ago,", Pimpri Chinchwad",0,0
5,Excellent,Battery is effective according to daily usage,1 month ago,", Jaipur",0,0
5,Excellent,Top notch performance ,1 month ago,", Gurugram",0,0
5,Best in the market!,Best in class mobile 👌🏼,1 month ago,", Thane",0,0
5,Super!,Nice mobile,1 month ago,", Greater Noida",0,0
4,Good choice,Nice,1 month ago,", Paschim Medinipur District",0,0
5,Just wow!,Good,1 month ago,", Mumbai",0,0
5,Fabulous!,Good mobile and fast,24 days ago,", Saran District",0,0
5,Simply awesome,Just yo yo product,24 days ago,", Garulia",0,0
5,Perfect product!,iPhone have well camera and good battery and performance is good,25 days ago,", Kalaburgi",0,0
4,Pretty good,That is good prodecet,25 days ago,", Nadia District",0,0
5,Great product,whoa!!! its so smooth,25 days ago,", Hansi",0,0
5,Great product,Excellent Phone. ,26 days ago,", Panipat",0,0
5,Great product,Android phones are nowhere.,26 days ago,", Sheohar",0,2
5,Best in the market!,I am happy ,27 days ago,", Jamnagar",0,0
5,Brilliant,And amazing iPhone 14,27 days ago,", Ahmedabad",0,0
5,Mind-blowing purchase,Perfect,27 days ago,", Patan",0,0
4,Very Good,"I was very much exited to buy this phone. I have planed for almost 8 to 10 months to buy an iPhone. My plan is iPhone 13 but when I get to buy I bought 14. Not so user friendly, if your a Android user. But phone looks so excited. Can't use it as main phone if you play games and watch movies and all. IPhone the name n logo nothing much at this price.",27 days ago,", Kolkata",0,0
5,Brilliant,"Excellent buy. As expected, the iPhone 14 is a big leap in performance over the iPhone X which was being used by my wife. Very value for money too, considering the deal I got.",16 days ago,", Kolkata",0,0
5,Simply awesome,Excellent performance and very good photos,28 days ago,", Peddapuram",0,0
5,Classy product,Awesome.. nothing can beat Apple ..,28 days ago,", Bengaluru",0,0
5,Fabulous!,Superb .. go for it,28 days ago,", Hyderabad",0,0
5,Fabulous!,Excellent and battery performance also good,28 days ago,", Gorakhpur",0,0
4,Pretty good,Very good product,29 days ago,", Baripada",0,0
5,Highly recommended,Its lil heavy otherwise all good,29 days ago,", Lucknow",0,0
5,Wonderful,Amazing phone and the unbelievable deal given by Flipkart,29 days ago,", Nashik",0,0
5,Worth every penny,Good product guys just go for it,29 days ago,", Rudrapur",0,0
5,Excellent,Awesome,29 days ago,", Hyderabad",0,0
5,Excellent,Nice,16 days ago,", Navi Mumbai",0,0
5,Super!,Nice,17 days ago,", Guntur",0,0
5,Worth every penny,I received a iphone 14 in red within the next day.,18 days ago,", Kangra",0,0
5,Perfect product!,ABSOLUTELY Gorgeous.,18 days ago,", Basirhat",0,0
5,Super!,ShiftING FROM ANDROID TO IOS.,19 days ago,", Bengaluru",0,0
4,Value-for-money,Samsung S23 is also a good phone for those who still want to have Android.,19 days ago,", Barpeta District",0,0
5,Classy product,Lovely,19 days ago,", Machilipatnam",0,0
5,Just wow!,As expected,19 days ago,", Noida",0,0
4,Good choice,Great product,20 days ago,", Visakhapatnam",0,0
4,Delightful,"All things are great, not much difference between 13 but just go for 14 because it has updated GPU and u get 1year extra update 😀",21 days ago,", Pune",0,0
5,Best in the market!,Wowww,21 days ago,", Sonipat District",0,0
5,Simply awesome,Good,21 days ago,", Sonipat District",0,0
5,Mind-blowing purchase,Wow,21 days ago,", Sonipat District",0,0
5,Perfect product!,Very good engine,22 days ago,", Dapoli",0,0
5,Perfect product!,Just Awesome,23 days ago,", Proddatur",0,0
5,Worth every penny,Good price,23 days ago,", Salaya",0,0
5,Best in the market!,Good pris,23 days ago,", Salaya",0,0
5,Great product,My  fev. Product,24 days ago,", Bhavnagar",0,0
5,Highly recommended,Changed from iPhone 11 to 14. Happy customer of iPhone 14,24 days ago,", Vadodara",0,0
5,Awesome,Nice...,10 days ago,", Hisar",0,0
5,Terrific,"What is more there to say for any Apple product amazing in its style, innovation memory camera every thing just comes to a perfection that is what what we call Apple",10 days ago,", Ahmedabad",0,0
5,Fabulous!,Good,10 days ago,", Hyderabad",0,0
3,Good,Battery backup is not good ,10 days ago,", Rohtas District",0,3
5,Wonderful,And rest everything is good,10 days ago,", Jaipur",0,1
5,Simply awesome,Superb product.,11 days ago,", Kolkata",0,0
5,Worth every penny,Superb Excellent,13 days ago,", Bengaluru",0,0
5,Wonderful,"didn't feel camera was that great , don't know why , everything elese is really good",14 days ago,", Kharkhoda",0,0
5,Brilliant,Good 👍👍 thank flipkart for great phone,14 days ago,", Jaunpur",0,0
1,Absolute rubbish!,Awesome phone Camera is very good and design is fabulous,14 days ago,", Hardoi",0,0
5,Mind-blowing purchase,Awesome product...I love it,6 days ago,", Noida",0,0
5,Super!,Nice,6 days ago,", Fatehabad District",0,0
5,Highly recommended,Very fast delivery by Flipkart..,6 days ago,", Palakkad",0,0
5,Perfect product!,Nice and beautiful product,7 days ago,", Fatehabad District",0,0
5,Just wow!,Very good,7 days ago,", Fatehabad District",0,0
5,Worth every penny,Nice,7 days ago,", Kolkata",0,0
5,Terrific purchase,Very nice,8 days ago,", Kolkata",0,0
5,Just wow!,"As expected, excellent pdt from Apple, stunning look, superb durability and great performance. Thanks to Flipkart for a fantastic offer on this product and timely delivery.",8 days ago,", Bhilai",0,1
5,Must buy!,Overall Nyc,8 days ago,", Ellenabad",0,0
5,Just wow!,Best,8 days ago,", Mumbai",0,0
5,Best in the market!,Very good product 👌,4 days ago,", Ratia",0,0
5,Simply awesome,Great phone best to buy-in offers,4 days ago,", Vijayawada",0,0
5,Classy product,Nice,4 days ago,", Fatehabad District",0,0
5,Perfect product!,Everything is ok,4 days ago,", Alwar",0,0
5,Highly recommended,Absolutely amazing phone. Great camera and battery.you should go for 256 GB variant of you are planning to use the same for long term,5 days ago,", Gurgaon",0,0
1,Utterly Disappointed,This is worst product I recieved in my lifetime.,5 days ago,", Thane",0,0
5,Highly recommended,Always regret.,5 days ago,", Kishangarh Ajmer District",0,0
5,Must buy!,Not working my iphone properly,6 days ago,", Dharmanagar",0,0
5,Awesome,Nice!!!!!,6 days ago,", Muradnagar",0,0
5,Worth every penny,Superb camera and performance... Battery life is also good.... Great Display and awesome looks... 60hz refresh rate is better than android 90hz... Loved it ❤,6 days ago,", Arambag",0,0
5,Super!,Just wow,3 days ago,", Chennai",0,0
5,Classy product,Best phone,3 days ago,", Rohtak",0,0
4,Good quality product,Super performance 😍,3 days ago,", Hosur",0,0
5,Mind-blowing purchase,"Excellent phone . Though I dont use it much as i keep it as a backup phone , it's perfomance and camera quality is a notch above all the other phones i have used till date",3 days ago,", New Delhi",0,0
5,Fabulous!,Nice,3 days ago,", Fatehabad District",0,0
5,Highly recommended,As usual all the excitement for unboxing an iPhone.. really mesmerizing with look and feel. Camera quality is top notch 👌..,3 days ago,", Bhubaneshwar",0,0
5,Just wow!,Dreams come true.,4 days ago,", Narkatiaganj",0,0
5,Excellent,Love this product.,4 days ago,", Fatehabad District",0,0
5,Great product,Awesome features.,4 days ago,", Bidhan Nagar",0,0
5,Awesome,Nice,4 days ago,", Ratia",0,0
5,Awesome,Excellent with flipkart offers,1 day ago,", Hamirpur District",0,0
5,Great product,I wanted to buy yellow colour but that was not delivering on my pin code so went for this colour.,2 days ago,", New Delhi",0,0
5,Highly recommended,"After receiving this, I have no regression.",2 days ago,", Thanjavur",0,0
5,Excellent,Love this.,2 days ago,", Fatehabad District",0,0
5,Highly recommended,"iPhone heats a lot because of its built. Its frame is steel and the back is glass but it has great things when it gets hot, it restricts some features to cool it down.",2 days ago,", Fatehabad District",0,0
5,Simply awesome,"The camera is good, sometimes it misses focus.",2 days ago,", Fatehabad District",0,0
5,Perfect product!,Performance is the best part of it.,2 days ago,", Fatehabad",0,0
5,Terrific,"When I bought there was a microphone issue while video calling but resolved after reaching to service centre, other than that issue everything works well.",2 days ago,", Fatehabad",0,0
2,Slightly disappointed,Nice,3 days ago,", Bengaluru",0,0
5,Wonderful,Nice,3 days ago,", Bengaluru",0,0
5,Super!,Awesome one word,8 days ago,", Bengaluru",0,0
3,Fair,very nice product but battery life sufficient,9 days ago,", Dehradun",0,0
5,Highly recommended,phone is so good. But sometimes it gets hot and it is not pleasant to use.,9 days ago,", Ahmedabad",0,0
1,Not recommended at all,"Unnecessary am taking iPhone 14 totally waste of my money..phone is too much heated while charged like china mobiles any time may blast..even fully charged within 3,4 hours usage charge comes to 🪫",9 days ago,", Hyderabad",0,0
5,Perfect product!,Worth buying ❤️,9 days ago,", Bhubaneswar",0,0
5,Simply awesome,I using this mobile for 2 days before I using Samsung m30 so..... This iPhone was very handy ,9 days ago,", Walajapet",0,0
3,Good,Performance a15 bionic with 6 core processor,10 days ago,", Pune",0,0
5,Mind-blowing purchase,We can't find the difference day to day life soo...this is awesome next camera camera is top notch I don't how to tell in words this very good camera same as dslr and videos is soo good quality but action mode is take 2.8k resolution and in dimlight is was sooo bad so while you take with action use gimbal ..... And over all the phone very good 👍,10 days ago,", Varanasi District",0,0
5,Just wow!,Ok,10 days ago,", Lucknow",0,0
4,Nice product,Wow type mobile,10 days ago,", Sriperumbudur",0,0
5,Highly recommended,Amazing,Today,", Paonta Sahib",0,0
5,Fabulous!,Good,1 day ago,", Gmr Power Plant Kmalanga Township",0,0
5,Perfect product!,It was a good product which I have taken the product in jan month,1 day ago,", Hubli",0,0
5,Worth every penny,Very good 💯,1 day ago,", Murshidabad District",0,0
5,Wonderful,"Good product, smooth execution of order by flipkart..",1 day ago,", Indore",0,0
5,Best in the market!,Nice,1 day ago,", Fatehabad District",0,0
5,Just wow!,Nice,1 day ago,", Fatehabad District",0,0
5,Terrific,Nice,1 day ago,", Fatehabad District",0,0
5,Brilliant,Nice,1 day ago,", Fatehabad District",0,0
5,Awesome,"Best performance, excellent camera and battery low mode was excellent",1 day ago,", Lucknow",0,0
5,Must buy!,Excellent Feacture And Camera And Mobile,3 months ago,", Gwalior",1,3
5,Fabulous!,"Bought for my wife on our anniversary. It's her favourite colour-purple, and she loved it. I myself wanted to buy an iPhone for myself as i am a doctor and to show off to patients and stuff but my OnePlus 7t is behaving so awesome that I don't desire to replace it. May be next year",3 months ago,", Chandrapur",1,4
2,Slightly disappointed,Best quality..... Battery but camera not good,5 months ago,", Jalgaon District",1,4
5,Just wow!,Tq Flipkart ❣️,3 months ago,", Hyderabad",1,4
5,Fabulous!,NYC 😍,1 month ago,", Jaipur",0,6
5,Just wow!,Nice,3 months ago,", Lucknow",1,7
1,Did not meet expectations,not good,Today,", Channarayapatna",0,0
5,Must buy!,Very very good,Today,", Fatehabad District",0,0
5,Just wow!,Good,Today,", Fatehabad District",0,0
5,Mind-blowing purchase,Nice,Today,", Fatehabad District",0,0
1,Horrible,CHEAP AND IRRITATING PRODUCT,1 month ago,", Jammu District",0,2
1,Absolute rubbish!,Very bad,2 months ago,", Gangoh",1,1
5,Just wow!,Nice picture quality,2 months ago,", Kamrup Metropolitan District",1,2
3,Good,Automatic call recorder not there like Samsung. The biggest draw back. Camera quality not as expected.,3 months ago,", Baleshwar",1,2
1,Hated it!,With a month speaker not working,3 months ago,", Bengaluru",1,1
1,Very poor,"I am facing too many glitches in this phone, Screen is freezing whenever I am trying to unlock my phone.",3 months ago,", Ghaziabad",1,1
5,Excellent,"First time iphone user, liking it very much. Battery is good and fast charging is an additional advantage.",3 months ago,", Bengaluru",1,2
5,Looks like the iPhone XR,"The only visible difference between an iPhone XR and the iPhone 14 is the back camera, the side edges and the battery life. Otherwise, it's pretty much the same phone with probably a few hardware upgrades. I can't tell the difference to be honest. Overall great phone",3 months ago,", Mumbai",1,2
2,Moderate,Worst phone,2 months ago,", Dumka District",0,3
5,Fabulous!,it is an amazing product,3 months ago,", Agra",1,2
4,Delightful,"The product is original and everything is good. Just one minor problem, there is a little gap between the top bezel and aluminium body which I have seen in a lot of iPhones lately.",24 days ago,", Vadodara",1,0
5,Great product,iPhone is iPhone. It was an upgrade from iPhone x to iPhone 14 . Its always for my wife.100% satisfied with product and delivery,24 days ago,", Karunagappally",1,0
5,Simply awesome,Excellent,27 days ago,", Hyderabad",1,0
